service,profile,file,class,test_method,is_complex_method,call_index,call_expected_status_code,endpoint,http,asserted_code,asserts_the_expected_HTTP_status_codes?,assert_count,missing_url_parameter_values,missing_request_body,credentials_header,file_type,file_path,imports_count,wildcard_imports,compiled,compile_error_count,compile_error_types,missing_imports,incorrect_imports,unused_imports,dependency_availability_pct,syntax_errors,type_errors,undefined_variables,type_annotation_errors,generic_type_misuses,compile_exit_code,compile_timeout,compile_error_summary,class_log_dir,compile_log_path,compile_stdout_log_path,compile_stderr_log_path,runs,run_detected,runtime_error_count,runtime_error_types,run_exit_code,run_timeout,execution_seconds,cpu_seconds,peak_working_set_mb,run_error_summary,method_log_dir,run_log_path,run_stdout_log_path,run_stderr_log_path
ts-admin-basic-service,admin,EvoMaster_ts-admin-basic-service_admin_faults.java,EvoMaster_ts_admin_basic_service_admin_faults,test_0_getOnPricesShowsFaults_100_101,False,1,500,/api/v1/adminbasicservice/adminbasic/prices,GET,500,.statusCode(500) .assertThat(),6,".get(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/prices"")",,".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhZG1pbiIsInJvbGVzIjpbIlJPTEVfQURNSU4iXSwiaWQiOiI2ZGNiOGUyZC05ZTE0LTRlZWMtYTJiYy0xZDljZDk0ZWQ1MzMiLCJpYXQiOjE3Nzg0Mjg4OTAsImV4cCI6MTc3ODQzMjQ5MH0.fFYtzH4C6yGrm4i3p_0Ud3oxHXyLyvbL9jB_sNgFBDU"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/admin/EvoMaster_ts-admin-basic-service_admin_faults.java,23,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,8.03,6.75,154.84,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_0_getOnPricesShowsFaults_100_101,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_0_getOnPricesShowsFaults_100_101/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_0_getOnPricesShowsFaults_100_101/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_0_getOnPricesShowsFaults_100_101/run_stderr.log
ts-admin-basic-service,admin,EvoMaster_ts-admin-basic-service_admin_faults.java,EvoMaster_ts_admin_basic_service_admin_faults,test_1_postOnPricesShowsFaults_100_101,False,1,500,/api/v1/adminbasicservice/adminbasic/prices,POST,500,.statusCode(500) .assertThat(),6,".post(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/prices"")",".body("" { "" + 
                    "" \""id\"" : \""N\"", "" + 
                    "" \""routeId\"" : \""KnJu6ULKd7YVy7\"", "" + 
                    "" \""basicPriceRate\"" : -3.1097901995164347E8 "" + 
                    "" } "")",".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhZG1pbiIsInJvbGVzIjpbIlJPTEVfQURNSU4iXSwiaWQiOiI2ZGNiOGUyZC05ZTE0LTRlZWMtYTJiYy0xZDljZDk0ZWQ1MzMiLCJpYXQiOjE3Nzg0Mjg4OTAsImV4cCI6MTc3ODQzMjQ5MH0.fFYtzH4C6yGrm4i3p_0Ud3oxHXyLyvbL9jB_sNgFBDU"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/admin/EvoMaster_ts-admin-basic-service_admin_faults.java,23,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,8.52,6.78,156.86,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_1_postOnPricesShowsFaults_100_101,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_1_postOnPricesShowsFaults_100_101/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_1_postOnPricesShowsFaults_100_101/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_1_postOnPricesShowsFaults_100_101/run_stderr.log
ts-admin-basic-service,admin,EvoMaster_ts-admin-basic-service_admin_faults.java,EvoMaster_ts_admin_basic_service_admin_faults,test_2_deleteOnStationShowsFaults_100_101,False,1,500,/api/v1/adminbasicservice/adminbasic/stations/{id},DELETE,500,.statusCode(500) .assertThat(),6,".delete(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/stations/1iVL"")",,".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhZG1pbiIsInJvbGVzIjpbIlJPTEVfQURNSU4iXSwiaWQiOiI2ZGNiOGUyZC05ZTE0LTRlZWMtYTJiYy0xZDljZDk0ZWQ1MzMiLCJpYXQiOjE3Nzg0Mjg4OTAsImV4cCI6MTc3ODQzMjQ5MH0.fFYtzH4C6yGrm4i3p_0Ud3oxHXyLyvbL9jB_sNgFBDU"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/admin/EvoMaster_ts-admin-basic-service_admin_faults.java,23,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,8.52,6.9,158.71,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_2_deleteOnStationShowsFaults_100_101,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_2_deleteOnStationShowsFaults_100_101/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_2_deleteOnStationShowsFaults_100_101/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_2_deleteOnStationShowsFaults_100_101/run_stderr.log
ts-admin-basic-service,none,EvoMaster_ts-admin-basic-service_none_faults.java,EvoMaster_ts_admin_basic_service_none_faults,test_0_getOnPricesShowsFaults_100_101,False,1,500,/api/v1/adminbasicservice/adminbasic/prices,GET,500,.statusCode(500) .assertThat(),6,".get(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/prices"")",,,faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/none/EvoMaster_ts-admin-basic-service_none_faults.java,23,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,8.03,6.53,155.49,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_0_getOnPricesShowsFaults_100_101,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_0_getOnPricesShowsFaults_100_101/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_0_getOnPricesShowsFaults_100_101/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_0_getOnPricesShowsFaults_100_101/run_stderr.log
ts-admin-basic-service,none,EvoMaster_ts-admin-basic-service_none_faults.java,EvoMaster_ts_admin_basic_service_none_faults,test_1_postOnPricesShowsFaults_100_101,False,1,500,/api/v1/adminbasicservice/adminbasic/prices,POST,500,.statusCode(500) .assertThat(),6,".post(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/prices"")",".body("" { "" + 
                    "" \""id\"" : \""R\"", "" + 
                    "" \""trainType\"" : \""G1\"", "" + 
                    "" \""routeId\"" : \""vv\"" "" + 
                    "" } "")",,faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/none/EvoMaster_ts-admin-basic-service_none_faults.java,23,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,8.52,7.37,176.98,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_1_postOnPricesShowsFaults_100_101,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_1_postOnPricesShowsFaults_100_101/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_1_postOnPricesShowsFaults_100_101/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_1_postOnPricesShowsFaults_100_101/run_stderr.log
ts-admin-basic-service,none,EvoMaster_ts-admin-basic-service_none_faults.java,EvoMaster_ts_admin_basic_service_none_faults,test_2_deleteOnStationShowsFaults_100_101,False,1,500,/api/v1/adminbasicservice/adminbasic/stations/{id},DELETE,500,.statusCode(500) .assertThat(),6,".delete(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/stations/_Hb55TRp_XjZwWD"")",,,faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/none/EvoMaster_ts-admin-basic-service_none_faults.java,23,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,8.08,6.7,155.93,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_2_deleteOnStationShowsFaults_100_101,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_2_deleteOnStationShowsFaults_100_101/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_2_deleteOnStationShowsFaults_100_101/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_2_deleteOnStationShowsFaults_100_101/run_stderr.log
ts-admin-basic-service,user,EvoMaster_ts-admin-basic-service_user_faults.java,EvoMaster_ts_admin_basic_service_user_faults,test_0_getOnPricesShowsFaults_100_101,False,1,500,/api/v1/adminbasicservice/adminbasic/prices,GET,500,.statusCode(500) .assertThat(),6,".get(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/prices"")",,".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJmZHNlX21pY3Jvc2VydmljZSIsInJvbGVzIjpbIlJPTEVfVVNFUiJdLCJpZCI6IjRkMmE0NmM3LTcxY2ItNGNmMS1iNWJiLWI2ODQwNmQ5ZGE2ZiIsImlhdCI6MTc3ODQyODg5MCwiZXhwIjoxNzc4NDMyNDkwfQ.m887rWoDCU5HOvw1jl4naisUyWwvBe4Kl2b2o_RROj8"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/user/EvoMaster_ts-admin-basic-service_user_faults.java,23,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,8.02,6.69,159.77,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_0_getOnPricesShowsFaults_100_101,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_0_getOnPricesShowsFaults_100_101/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_0_getOnPricesShowsFaults_100_101/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_0_getOnPricesShowsFaults_100_101/run_stderr.log
ts-admin-basic-service,user,EvoMaster_ts-admin-basic-service_user_faults.java,EvoMaster_ts_admin_basic_service_user_faults,test_1_postOnPricesShowsFaults_100_101,False,1,500,/api/v1/adminbasicservice/adminbasic/prices,POST,500,.statusCode(500) .assertThat(),6,".post(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/prices"")",".body("" { "" + 
                    "" \""id\"" : \""SCLK\"", "" + 
                    "" \""trainType\"" : \""Q3nXSl_zAHF3\"" "" + 
                    "" } "")",".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJmZHNlX21pY3Jvc2VydmljZSIsInJvbGVzIjpbIlJPTEVfVVNFUiJdLCJpZCI6IjRkMmE0NmM3LTcxY2ItNGNmMS1iNWJiLWI2ODQwNmQ5ZGE2ZiIsImlhdCI6MTc3ODQyODg5MCwiZXhwIjoxNzc4NDMyNDkwfQ.m887rWoDCU5HOvw1jl4naisUyWwvBe4Kl2b2o_RROj8"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/user/EvoMaster_ts-admin-basic-service_user_faults.java,23,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,8.03,6.65,152.22,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_1_postOnPricesShowsFaults_100_101,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_1_postOnPricesShowsFaults_100_101/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_1_postOnPricesShowsFaults_100_101/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_1_postOnPricesShowsFaults_100_101/run_stderr.log
ts-admin-basic-service,user,EvoMaster_ts-admin-basic-service_user_faults.java,EvoMaster_ts_admin_basic_service_user_faults,test_2_deleteOnStationShowsFaults_100_101,False,1,500,/api/v1/adminbasicservice/adminbasic/stations/{id},DELETE,500,.statusCode(500) .assertThat(),6,".delete(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/stations/Gul5oWJzxxHLeaVV"")",,".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJmZHNlX21pY3Jvc2VydmljZSIsInJvbGVzIjpbIlJPTEVfVVNFUiJdLCJpZCI6IjRkMmE0NmM3LTcxY2ItNGNmMS1iNWJiLWI2ODQwNmQ5ZGE2ZiIsImlhdCI6MTc3ODQyODg5MCwiZXhwIjoxNzc4NDMyNDkwfQ.m887rWoDCU5HOvw1jl4naisUyWwvBe4Kl2b2o_RROj8"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/user/EvoMaster_ts-admin-basic-service_user_faults.java,23,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,8.02,6.53,151.32,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_2_deleteOnStationShowsFaults_100_101,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_2_deleteOnStationShowsFaults_100_101/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_2_deleteOnStationShowsFaults_100_101/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_2_deleteOnStationShowsFaults_100_101/run_stderr.log
ts-admin-order-service,admin,EvoMaster_ts-admin-order-service_admin_faults.java,EvoMaster_ts_admin_order_service_admin_faults,test_0_putOnAdminorderShowsFaults_100_101,False,1,500,/api/v1/adminorderservice/adminorder,PUT,500,.statusCode(500) .assertThat(),6,".put(baseUrlOfSut + ""/api/v1/adminorderservice/adminorder"")",".body("" { "" + 
                    "" \""id\"" : \""VcP\"", "" + 
                    "" \""travelTime\"" : \""2017-10-06T05:09:42Z\"", "" + 
                    "" \""accountId\"" : \""sn1\"", "" + 
                    "" \""contactsName\"" : \""\"", "" + 
                    "" \""trainNumber\"" : \""YXRoN3v\"", "" + 
                    "" \""coachNumber\"" : 976, "" + 
                    "" \""seatClass\"" : 304, "" + 
                    "" \""price\"" : 1.5050759036452835E9 "" + 
                    "" } "")",".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhZG1pbiIsInJvbGVzIjpbIlJPTEVfQURNSU4iXSwiaWQiOiI2ZGNiOGUyZC05ZTE0LTRlZWMtYTJiYy0xZDljZDk0ZWQ1MzMiLCJpYXQiOjE3Nzg0Mjg4OTAsImV4cCI6MTc3ODQzMjQ5MH0.fFYtzH4C6yGrm4i3p_0Ud3oxHXyLyvbL9jB_sNgFBDU"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-order-service/admin/EvoMaster_ts-admin-order-service_admin_faults.java,23,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,8.61,6.81,151.82,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/test_0_putOnAdminorderShowsFaults_100_101,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/test_0_putOnAdminorderShowsFaults_100_101/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/test_0_putOnAdminorderShowsFaults_100_101/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/test_0_putOnAdminorderShowsFaults_100_101/run_stderr.log
