service,profile,file,class,test_method,is_complex_method,call_index,call_expected_status_code,endpoint,http,asserted_code,asserts_the_expected_HTTP_status_codes?,assert_count,missing_url_parameter_values,missing_request_body,credentials_header,file_type,file_path,imports_count,wildcard_imports,compiled,compile_error_count,compile_error_types,missing_imports,incorrect_imports,unused_imports,dependency_availability_pct,syntax_errors,type_errors,undefined_variables,type_annotation_errors,generic_type_misuses,compile_exit_code,compile_timeout,compile_error_summary,class_log_dir,compile_log_path,compile_stdout_log_path,compile_stderr_log_path,runs,run_detected,runtime_error_count,runtime_error_types,run_exit_code,run_timeout,execution_seconds,cpu_seconds,peak_working_set_mb,run_error_summary,method_log_dir,run_log_path,run_stdout_log_path,run_stderr_log_path
ts-admin-basic-service,admin,EvoMaster_ts-admin-basic-service_admin_faults.java,EvoMaster_ts_admin_basic_service_admin_faults,test_0_postOnPricesReturnsMismatchResponseWithSchema,False,1,503,/api/v1/adminbasicservice/adminbasic/prices,POST,503,.statusCode(503) .assertThat(),6,".post(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/prices"")",".body("" { "" + 
                    "" \""id\"": \""ttS\"", "" + 
                    "" \""trainType\"": \""\"", "" + 
                    "" \""routeId\"": \""VjlEN\"", "" + 
                    "" \""basicPriceRate\"": 0.08126380273119327 "" + 
                    "" } "")",".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhZG1pbiIsInJvbGVzIjpbIlJPTEVfQURNSU4iXSwiaWQiOiI3YWRkZDMyZC1lODgyLTQ4ZjUtODFkMi0wOGIwODE4NmNmMWIiLCJpYXQiOjE3Nzc4NzkxMjcsImV4cCI6MTc3Nzg4MjcyN30.VwywVTRiKZSLt9_dKLaFjQzhHBm1-HeJV3Y7BHKuorA"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/admin/EvoMaster_ts-admin-basic-service_admin_faults.java,21,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,15.06,12.74,172.33,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_0_postOnPricesReturnsMismatchResponseWithSchema,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_0_postOnPricesReturnsMismatchResponseWithSchema/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_0_postOnPricesReturnsMismatchResponseWithSchema/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_0_postOnPricesReturnsMismatchResponseWithSchema/run_stderr.log
ts-admin-basic-service,admin,EvoMaster_ts-admin-basic-service_admin_faults.java,EvoMaster_ts_admin_basic_service_admin_faults,test_1_deleteOnStationShowsFaults_100_101,False,1,500,/api/v1/adminbasicservice/adminbasic/stations/{id},DELETE,500,.statusCode(500) .assertThat(),6,".delete(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/stations/uKycmaEgQw4D4cf0"")",,".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhZG1pbiIsInJvbGVzIjpbIlJPTEVfQURNSU4iXSwiaWQiOiI3YWRkZDMyZC1lODgyLTQ4ZjUtODFkMi0wOGIwODE4NmNmMWIiLCJpYXQiOjE3Nzc4NzkxMjcsImV4cCI6MTc3Nzg4MjcyN30.VwywVTRiKZSLt9_dKLaFjQzhHBm1-HeJV3Y7BHKuorA"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/admin/EvoMaster_ts-admin-basic-service_admin_faults.java,21,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,14.56,12.13,152.45,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_1_deleteOnStationShowsFaults_100_101,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_1_deleteOnStationShowsFaults_100_101/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_1_deleteOnStationShowsFaults_100_101/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_faults/test_1_deleteOnStationShowsFaults_100_101/run_stderr.log
ts-admin-basic-service,admin,EvoMaster_ts-admin-basic-service_admin_others.java,EvoMaster_ts_admin_basic_service_admin_others,test_0_getOnPricesReturnsNull,False,1,,/api/v1/adminbasicservice/adminbasic/prices,GET,,,1,".get(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/prices"")",,".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhZG1pbiIsInJvbGVzIjpbIlJPTEVfQURNSU4iXSwiaWQiOiI3YWRkZDMyZC1lODgyLTQ4ZjUtODFkMi0wOGIwODE4NmNmMWIiLCJpYXQiOjE3Nzc4NzkxMjcsImV4cCI6MTc3Nzg4MjcyN30.VwywVTRiKZSLt9_dKLaFjQzhHBm1-HeJV3Y7BHKuorA"")",others,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/admin/EvoMaster_ts-admin-basic-service_admin_others.java,21,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_others,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_others/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_others/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_others/compile_stderr.log,True,True,0,,0,False,14.63,12.21,148.25,Test passed (detected via Surefire XML),/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_others/test_0_getOnPricesReturnsNull,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_others/test_0_getOnPricesReturnsNull/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_others/test_0_getOnPricesReturnsNull/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/admin/EvoMaster_ts_admin_basic_service_admin_others/test_0_getOnPricesReturnsNull/run_stderr.log
ts-admin-basic-service,none,EvoMaster_ts-admin-basic-service_none_faults.java,EvoMaster_ts_admin_basic_service_none_faults,test_0_postOnPricesReturnsMismatchResponseWithSchema,False,1,503,/api/v1/adminbasicservice/adminbasic/prices,POST,503,.statusCode(503) .assertThat(),6,".post(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/prices"")",".body("" { "" + 
                    "" \""id\"": \""hL\"" "" + 
                    "" } "")",,faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/none/EvoMaster_ts-admin-basic-service_none_faults.java,21,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,14.17,11.92,150.83,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_0_postOnPricesReturnsMismatchResponseWithSchema,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_0_postOnPricesReturnsMismatchResponseWithSchema/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_0_postOnPricesReturnsMismatchResponseWithSchema/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_0_postOnPricesReturnsMismatchResponseWithSchema/run_stderr.log
ts-admin-basic-service,none,EvoMaster_ts-admin-basic-service_none_faults.java,EvoMaster_ts_admin_basic_service_none_faults,test_1_deleteOnStationReturnsMismatchResponseWithSchema,False,1,503,/api/v1/adminbasicservice/adminbasic/stations/{id},DELETE,503,.statusCode(503) .assertThat(),6,".delete(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/stations/Rh"")",,,faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/none/EvoMaster_ts-admin-basic-service_none_faults.java,21,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,14.62,11.68,152.61,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_1_deleteOnStationReturnsMismatchResponseWithSchema,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_1_deleteOnStationReturnsMismatchResponseWithSchema/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_1_deleteOnStationReturnsMismatchResponseWithSchema/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/none/EvoMaster_ts_admin_basic_service_none_faults/test_1_deleteOnStationReturnsMismatchResponseWithSchema/run_stderr.log
ts-admin-basic-service,user,EvoMaster_ts-admin-basic-service_user_faults.java,EvoMaster_ts_admin_basic_service_user_faults,test_0_postOnPricesReturnsMismatchResponseWithSchema,False,1,503,/api/v1/adminbasicservice/adminbasic/prices,POST,503,.statusCode(503) .assertThat(),6,".post(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/prices"")",".body("" { "" + 
                    "" \""trainType\"": \""0plbC4X62\"", "" + 
                    "" \""routeId\"": \""Kb\"", "" + 
                    "" \""basicPriceRate\"": 0.5165817292487112, "" + 
                    "" \""firstClassPriceRate\"": 0.304591379474741 "" + 
                    "" } "")",".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJmZHNlX21pY3Jvc2VydmljZSIsInJvbGVzIjpbIlJPTEVfVVNFUiJdLCJpZCI6IjRkMmE0NmM3LTcxY2ItNGNmMS1iNWJiLWI2ODQwNmQ5ZGE2ZiIsImlhdCI6MTc3Nzg3OTEyOCwiZXhwIjoxNzc3ODgyNzI4fQ.omAkJ6ibHxUTR2bqoxe3CdGN4TIMp8cKOg6X58pyb_8"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/user/EvoMaster_ts-admin-basic-service_user_faults.java,21,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,15.08,12.38,151.45,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_0_postOnPricesReturnsMismatchResponseWithSchema,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_0_postOnPricesReturnsMismatchResponseWithSchema/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_0_postOnPricesReturnsMismatchResponseWithSchema/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_0_postOnPricesReturnsMismatchResponseWithSchema/run_stderr.log
ts-admin-basic-service,user,EvoMaster_ts-admin-basic-service_user_faults.java,EvoMaster_ts_admin_basic_service_user_faults,test_1_deleteOnStationReturnsMismatchResponseWithSchema,False,1,503,/api/v1/adminbasicservice/adminbasic/stations/{id},DELETE,503,.statusCode(503) .assertThat(),6,".delete(baseUrlOfSut + ""/api/v1/adminbasicservice/adminbasic/stations/fJ8jUs3OYuiKo"")",,".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJmZHNlX21pY3Jvc2VydmljZSIsInJvbGVzIjpbIlJPTEVfVVNFUiJdLCJpZCI6IjRkMmE0NmM3LTcxY2ItNGNmMS1iNWJiLWI2ODQwNmQ5ZGE2ZiIsImlhdCI6MTc3Nzg3OTEyOCwiZXhwIjoxNzc3ODgyNzI4fQ.omAkJ6ibHxUTR2bqoxe3CdGN4TIMp8cKOg6X58pyb_8"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-basic-service/user/EvoMaster_ts-admin-basic-service_user_faults.java,21,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,14.07,11.96,153.87,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_1_deleteOnStationReturnsMismatchResponseWithSchema,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_1_deleteOnStationReturnsMismatchResponseWithSchema/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_1_deleteOnStationReturnsMismatchResponseWithSchema/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-basic-service/user/EvoMaster_ts_admin_basic_service_user_faults/test_1_deleteOnStationReturnsMismatchResponseWithSchema/run_stderr.log
ts-admin-order-service,admin,EvoMaster_ts-admin-order-service_admin_faults.java,EvoMaster_ts_admin_order_service_admin_faults,test_0_putOnAdminorderReturnsMismatchResponseWithSchema,False,1,503,/api/v1/adminorderservice/adminorder,PUT,503,.statusCode(503) .assertThat(),6,".put(baseUrlOfSut + ""/api/v1/adminorderservice/adminorder"")",".body("" { "" + 
                    "" \""id\"": \""QxTY\"", "" + 
                    "" \""boughtDate\"": \""2094-02-32\"", "" + 
                    "" \""travelTime\"": \""1949-10-04T13:25:37.944-13:21\"", "" + 
                    "" \""accountId\"": \""lnuC\"", "" + 
                    "" \""contactsDocumentNumber\"": \""bzvOI\"", "" + 
                    "" \""coachNumber\"": 141, "" + 
                    "" \""seatClass\"": 940, "" + 
                    "" \""seatNumber\"": \""y7C\"", "" + 
                    "" \""status\"": 947, "" + 
                    "" \""price\"": 0.5976203453573206 "" + 
                    "" } "")",".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhZG1pbiIsInJvbGVzIjpbIlJPTEVfQURNSU4iXSwiaWQiOiI3YWRkZDMyZC1lODgyLTQ4ZjUtODFkMi0wOGIwODE4NmNmMWIiLCJpYXQiOjE3Nzc4NzkxMjcsImV4cCI6MTc3Nzg4MjcyN30.VwywVTRiKZSLt9_dKLaFjQzhHBm1-HeJV3Y7BHKuorA"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-order-service/admin/EvoMaster_ts-admin-order-service_admin_faults.java,21,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,15.13,11.53,155.34,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/test_0_putOnAdminorderReturnsMismatchResponseWithSchema,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/test_0_putOnAdminorderReturnsMismatchResponseWithSchema/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/test_0_putOnAdminorderReturnsMismatchResponseWithSchema/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/test_0_putOnAdminorderReturnsMismatchResponseWithSchema/run_stderr.log
ts-admin-order-service,admin,EvoMaster_ts-admin-order-service_admin_faults.java,EvoMaster_ts_admin_order_service_admin_faults,test_1_deleteOnAdminordReturnsMismatchResponseWithSchema,False,1,503,/api/v1/adminorderservice/adminorder/{orderId}/{trainNumber},DELETE,503,.statusCode(503) .assertThat(),6,".delete(baseUrlOfSut + ""/api/v1/adminorderservice/adminorder/uuhRkvP8jV/f"")",,".header(""Authorization"", ""Bearer eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhZG1pbiIsInJvbGVzIjpbIlJPTEVfQURNSU4iXSwiaWQiOiI3YWRkZDMyZC1lODgyLTQ4ZjUtODFkMi0wOGIwODE4NmNmMWIiLCJpYXQiOjE3Nzc4NzkxMjcsImV4cCI6MTc3Nzg4MjcyN30.VwywVTRiKZSLt9_dKLaFjQzhHBm1-HeJV3Y7BHKuorA"")",faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-order-service/admin/EvoMaster_ts-admin-order-service_admin_faults.java,21,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,14.07,11.42,150.09,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/test_1_deleteOnAdminordReturnsMismatchResponseWithSchema,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/test_1_deleteOnAdminordReturnsMismatchResponseWithSchema/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/test_1_deleteOnAdminordReturnsMismatchResponseWithSchema/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/admin/EvoMaster_ts_admin_order_service_admin_faults/test_1_deleteOnAdminordReturnsMismatchResponseWithSchema/run_stderr.log
ts-admin-order-service,none,EvoMaster_ts-admin-order-service_none_faults.java,EvoMaster_ts_admin_order_service_none_faults,test_0_putOnAdminorderReturnsMismatchResponseWithSchema,False,1,503,/api/v1/adminorderservice/adminorder,PUT,503,.statusCode(503) .assertThat(),6,".put(baseUrlOfSut + ""/api/v1/adminorderservice/adminorder"")",".body("" { "" + 
                    "" \""id\"": \""p2CDxYcDB2cd\"", "" + 
                    "" \""boughtDate\"": \""2046-11-19\"", "" + 
                    "" \""travelDate\"": \""2058-03-21\"", "" + 
                    "" \""travelTime\"": \""2080-02-24T20:42:53.846+10:08\"", "" + 
                    "" \""accountId\"": \""kdGbUa5f\"", "" + 
                    "" \""contactsDocumentNumber\"": \""FL_4SnYN7TZSD\"", "" + 
                    "" \""from\"": \""LBSYRYOX9fAu\"", "" + 
                    "" \""status\"": 148, "" + 
                    "" \""price\"": 0.9115419626555878 "" + 
                    "" } "")",,faults,/mnt/train-ticket-aitest/evomaster/generated-tests/blackbox/ts-admin-order-service/none/EvoMaster_ts-admin-order-service_none_faults.java,21,6,True,0,,0,0,,100.0,0,0,0,0,0,0,False,,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/none/EvoMaster_ts_admin_order_service_none_faults,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/none/EvoMaster_ts_admin_order_service_none_faults/compile.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/none/EvoMaster_ts_admin_order_service_none_faults/compile_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/classes/ts-admin-order-service/none/EvoMaster_ts_admin_order_service_none_faults/compile_stderr.log,False,True,1,java.lang.AssertionError;test_failure,1,False,14.6,11.82,155.8,"Tests run: 1, Failures: 1, Errors: 0, Skipped: 0",/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/none/EvoMaster_ts_admin_order_service_none_faults/test_0_putOnAdminorderReturnsMismatchResponseWithSchema,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/none/EvoMaster_ts_admin_order_service_none_faults/test_0_putOnAdminorderReturnsMismatchResponseWithSchema/run.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/none/EvoMaster_ts_admin_order_service_none_faults/test_0_putOnAdminorderReturnsMismatchResponseWithSchema/run_stdout.log,/mnt/train-ticket-aitest/evomaster/evomaster-config/runtime-logs/methods/ts-admin-order-service/none/EvoMaster_ts_admin_order_service_none_faults/test_0_putOnAdminorderReturnsMismatchResponseWithSchema/run_stderr.log
